daeh-CanQiQi-WuLongZuo.xml,“惨凄凄唤苍天天不应向”——《五龙祚》（李三娘）,dan,erhuan,manban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第64-66页,--
daeh-TanHongYan-HuoXiaoYu.xml,“叹红颜薄命前生就”——《霍小玉》（霍小玉）,dan,erhuang,manban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第71-73页,--
daeh-WangChunE-SanNiangJiaoZi.xml,“王春娥坐草堂自思自叹”——《三娘教子》（王春娥）,dan,erhuang,manban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第60-63页,d954b0ee-46bb-4a39-b3d6-e6e9539c3a00;cc3297a2-dd23-4f2d-a445-464ca389198d;01352f3a-a33b-4ca9-a538-7e0f43b4051b
daeh-WuDuanQiao-BiYuZan.xml,“无端巧计将人陷”——《碧玉簪》（张玉贞）,dan,erhuang,manban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第66-70页,0274ffc9-3ddf-4cb2-a772-16deb7b1d14d
daeh-ZiNaRi-ErJinGong.xml,“自那日与徐杨决裂以后”——《二进宫》（李艳妃）,dan,erhuang,manban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第54-59页,3961ff8c-2c8e-4df0-bda5-5ba7e47d7807;747b0a46-9fe5-46f4-a5c8-097b1e084cfa;00c6e5ec-71e9-421c-8bd6-af5126b56479
daeh-ZiNaRi-ZhuangYuanMei.xml,“自那日与六郎阵前相见”——《状元媒》（柴郡主）,dan,erhuang,yuanban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第24-27页,fb5cff80-c83d-40e0-9235-a88647c4ffbd;a958f261-d6c1-4d5a-9ea4-5fcbbd9d6499;0c382c91-e048-4e87-bd59-e3088b10cb5e;318bf75e-692a-4e83-bf9a-3ae04537f47a;05d0c156-8fa9-4b5f-b669-078d7a72b444
daeh-ZuoRiGong-TaiZhenWaiChuan.xml,“昨日宫中何等宠幸”——《太真外传》（杨玉环）,dan,erhuang,yuanban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第22-23页,--
daxp-DangRiLi-SuoLinNang.xml,“当日里好风光忽觉转变”——《锁麟囊》（薛湘灵）,dan,xipi,yuanban; liushui,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第12-18页,a0a35183-985b-48ef-b0c9-7fd3ae555d34;61dd663f-77b8-423b-8ce9-4c40fee8b014;0d011b09-469c-49d8-ba05-52735c4c3dc0
daxp-LaoDieDie-DaYuShaJia.xml,“老爹爹清晨起前去出道”——《打渔杀家》（萧桂英）,dan,xipi,yuanban,《中国京剧流派剧目集成·第贰集》第33-37页（北京：学苑出版社，2006）,--
daxp-LaoDieDie-SanJiZhang.xml,“老爹爹请息怒容儿细讲”——《三击掌》（王宝钏）,dan,xipi,manban,《京剧曲谱集成·第十集》第100-102页（上海：上海文艺出版社，1998）,--
daxp-LaoDieDie-YuZhouFeng.xml,“老爹爹发恩德将本修上”——《宇宙锋》（赵艳荣）,dan,xipi,yuanban; sanban,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第8-9页,7b5e1730-5351-44d6-bc91-fabc991cce40;5adc333c-086d-4771-9ebf-1d34a652c988;726ae2b1-4578-4db7-aca8-e1c586bb3b3b;340dfaad-1a7c-459e-b63b-a689e2c90750
daxp-MengJunZi-ChunQiuPei-1.xml,“蒙君子致殷勤再三问话”——《春秋配》（姜秋莲）,dan,xipi,yuanban,《中国京剧流派剧目集成·第贰拾集》第151-157页（北京：学苑出版社，2010）,a00666b5-07ef-40c8-8117-78b871569354
daxp-MengJunZi-ChunQiuPei-2.xml,“蒙君子至诚心再三问话”——《春秋配》（姜秋莲）,dan,xipi,yuanban,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第9-11页,a00666b5-07ef-40c8-8117-78b871569354
daxp-QiaoLouShang-HuangShanLei.xml,“谯楼上二更鼓声声送听”——《荒山泪》（张慧珠）,dan,xipi,manban; yuanban,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第45-50页,99d45fdf-bb4e-4339-ad90-33132972f8d7;ed2e4c26-593d-4a05-af4a-ab488bac9bcc;5a0e9586-18c9-4cd7-b456-7d1370379023;ed0038b7-4117-4d98-bb9d-736a35187832
daxp-WoZhuYe-SiLangTanMu.xml,“我主爷金沙滩早把命丧”——《四郎探母》（萧太后）,dan,xipi,manban; yaoban,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第42-45页,--
daxp-XiRiLiang-LongFengChengXiang.xml,“昔日梁鸿配孟光”——《龙凤呈祥》（孙尚香）,dan,xipi,manban,《京剧曲谱集成·第七集》第137-140页（上海：上海文艺出版社，1992）,e993b1be-7efc-4c08-893a-9d7ab252dd35;1845b538-0110-48ab-b4d8-b0a63eec7d1d;0a07c955-ba2e-4dc2-aff8-c1095b138718;19c807c5-9458-4eec-9a35-ddd11bca438c;6a3595bd-3ba1-4a69-9f13-d0190fabcd28
daxp-XiRiLi-LongFengChengXiang.xml,“昔日里梁鸿配孟光”——《龙凤呈祥》（孙尚香）,dan,xipi,manban,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第51-54页,e993b1be-7efc-4c08-893a-9d7ab252dd35;1845b538-0110-48ab-b4d8-b0a63eec7d1d;0a07c955-ba2e-4dc2-aff8-c1095b138718;19c807c5-9458-4eec-9a35-ddd11bca438c;6a3595bd-3ba1-4a69-9f13-d0190fabcd28
daxp-XiShiNv-XiShi.xml,“西施女生长在苎萝村里”——《西施》（西施）,dan,xipi,manban,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第38-41页,a7486ea5-5260-4dbf-b348-6fc5658c1709;373f5b60-94ec-4462-9384-312abeffc039;565ca31c-18bb-4835-89b5-851a6e84a6d5;f83e1071-898e-496e-8d25-5542e2aaf621
lseh-LaoZhangBu-WuPenJi.xml,“老丈不必胆怕惊”——《乌盆记》（刘世昌）,laosheng,erhuang,yuanban,《中国京剧流派剧目集成·第陆集》第108-115页（北京：学苑出版社，2006）,1bab143d-51a8-471b-9362-3dd8e16addcc; c324e05f-63fb-4b1d-8be8-f7216ff4b1d9; c2a487fb-6fc0-4e09-ae8d-a3f522f5248b; 0c25956f-0604-4594-8a74-cce99c3c2ea5; 99b8900e-d3e2-47e6-8558-137450b9b12d; a84e5e88-8c46-48a4-9c61-997f5bcbd31a
lseh-NiangZiBu-SouGuJiuGu.xml,“娘子不必太烈性”——《搜孤救孤》（程婴）,laosheng,erhuang,yuanban; yaoban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第5-7页,c0573287-bcfb-4cbf-b874-2fa07f3061f9; 8ef21c5c-351f-4425-84b3-965162f3d1f4; bc131298-3302-4306-97c2-8020a33a4b86; 0fd0db45-cf47-4e80-b83e-81cd24261d03
lseh-TanXiongDi-SangYuanJiZi.xml,“叹兄弟遭不幸一旦丧命”——《桑园寄子》（邓伯道）,laosheng,erhuang,manban,《京剧曲谱集成·第七集》第61-65页（上海：上海文艺出版社，1994）,1cc2549d-9a69-471b-969f-dda5a3123818;9cbe672c-986d-4abf-b2b0-63c2d0b01521;bfb9f064-1172-405a-8596-77adde3b8e11
lseh-WeiGuoJia-HongYangDong-1.xml,“为国家哪何曾半日闲空”——《洪羊洞》（杨延昭）,laosheng,erhuang,yuanban,《中国京剧流派剧目集成·第陆集》第38-41页（北京：学苑出版社，2006）,bb650d54-589d-4eb2-a256-894a7f8d063f;331aa279-1a21-4510-9e43-a06dc861139a;e1a00a13-c48f-4778-9c37-330feda55b22;2862fcf4-73d6-4ae6-a30f-3572e0944e6f;28d61bf3-65d9-4cfa-94c0-405826a86c9f;0912a071-5f3c-4fe7-abdf-b1767dbc3d15;616a3f87-02d5-4962-8385-2e31d17aa6a6;157f8137-339f-45ee-b96d-921d048702b2
lseh-WeiGuoJia-HongYangDong-2.xml,“为国家哪何曾半日闲空”——《洪羊洞》（杨延昭）,laosheng,erhuang,yuanban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第4-5页,bb650d54-589d-4eb2-a256-894a7f8d063f;331aa279-1a21-4510-9e43-a06dc861139a;e1a00a13-c48f-4778-9c37-330feda55b22;2862fcf4-73d6-4ae6-a30f-3572e0944e6f;28d61bf3-65d9-4cfa-94c0-405826a86c9f;0912a071-5f3c-4fe7-abdf-b1767dbc3d15;616a3f87-02d5-4962-8385-2e31d17aa6a6;157f8137-339f-45ee-b96d-921d048702b2
lseh-WeiKaiYan-RangXuZhou.xml,“未开言不由人珠泪滚滚”——《让徐州》（陶谦）,laosheng,erhuang,yuanban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第8-9页,2a705b6b-faf9-4b95-a508-60921b248528;7b1b6808-dae2-4313-a8ca-e86dd91fb4fe
lseh-YiLunMing-WenZhaoGuan-1.xml,“一轮明月照窗前”——《文昭关》（伍员）,laosheng,erhuang,manban; yuanban,《京剧曲谱集成·第二集》第71-79， 81-86，87-92页（上海：上海文艺出版社，1992）,21a6ca1e-c93e-49ae-b169-e8a19eac742b;26054c12-3578-4d64-a251-f8f694fbc41c;4c60321a-9574-48da-91f0-ddd545422926;a754e45c-5672-44de-b657-d8098977bd28;e4779801-197e-40e3-80ce-a2e281113d83;9848a41c-4623-46c3-853b-c32d5f65f774;344893db-a7c6-462f-a9da-f626cbccd30a
lseh-YiLunMing-WenZhaoGuan-2.xml,“一轮明月照窗前”——《文昭关》（伍员）,laosheng,erhuang,manban,曹宝荣，编著《京剧唱腔板式解读·上册》北京：人民音乐出版社，2010；第40-44页,21a6ca1e-c93e-49ae-b169-e8a19eac742b;26054c12-3578-4d64-a251-f8f694fbc41c;4c60321a-9574-48da-91f0-ddd545422926;a754e45c-5672-44de-b657-d8098977bd28;e4779801-197e-40e3-80ce-a2e281113d83;9848a41c-4623-46c3-853b-c32d5f65f774;344893db-a7c6-462f-a9da-f626cbccd30a
lseh-YiLunMing-ZhuoFangCao.xml,“一轮明月照窗下”——《捉放曹》（陈宫）,laosheng,erhuang,manban; yuanban; sanban,《京剧曲谱集成·第六集》第45-60页（上海：上海文艺出版社，1992）,c13f8d5d-8ecd-463d-80bb-dc9d598b2a3a;164b42c5-7913-4fa2-a4fc-47b7347c86b4;cfe06d90-ddbb-41f0-bc53-93e9edd489fc;d99c6541-c375-496d-849d-3b431a1c6270;999917df-2282-49d4-ad95-e45d176fba64;54868a0d-7267-4405-90c1-53f93b435d62;415d9fcc-bad8-45db-adec-01ffd04b9cec;741ae5da-5626-42ad-923c-c76c9d4c87b2
lsxp-HenPingWang-WenZhaoGuan.xml,“恨平王无道乱楚宫”——《文昭关》（伍员）,laosheng,xipi,yuanban,《京剧曲谱集成·第二集》第68-69页（上海：上海文艺出版社，1992）,--
lsxp-LiangGuoJiao-ShiJieTing.xml,“两国交锋龙虎斗”——《失街亭》（诸葛亮）,laosheng,xipi,yuanban,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第2-3页,637ca54f-5d17-4af3-a6bf-7d62b00892c6; a6bbc3b7-8e02-4517-bc9e-7a443487ed68; 6bd60d51-1ac7-46df-ac47-7c857ba44970; 630e5c81-72e7-4a2e-a462-debb5a1180dc; f5d13640-5b46-40f6-b55c-7e4b0614cefe
lsxp-ShenGongWu-LongFengChengXiang.xml,“深宫无处不飞花”——《龙凤呈祥》（刘备）,laosheng,xipi,yuanban,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第4-5页,--
lsxp-TingTaYan-ZhuoFangCao.xml,“听他言吓得我心惊胆怕”——《捉放曹》（陈宫）,laosheng,xipi,manban,《京剧曲谱集成·第六集》第33-40页（上海：上海文艺出版社，1992）,07619552-5b78-4ff0-b6cc-a3404d218adc;afc17266-ac4c-4ae3-b53a-a8f619bd923b;4851edde-35ec-4574-a52c-beb5f193787b;0d3df1ed-4b3d-46c7-8143-1763eab7cd19;89f557f0-7a25-4771-892f-9ad57897117e;1e881514-1311-40c8-9ba1-6dfb0ab542dc;6d01a8de-993d-4488-9e12-78ae53aefaaa;7a762441-2f48-4249-8997-d1707238cb77;07346b9f-3ece-4547-923a-c69ded3bbc62
lsxp-ZiGuDao-HuangHeLou.xml,“自古道吉人有天相”——《黄鹤楼》（诸葛亮）,laosheng,xipi,yuanban,张正治，编者。《京剧传统戏皮黄唱腔结构分析》。北京：人民音乐出版社，1992；第484-5页,--
lsxp-ZuoRiLi-YuanMenZhanZi.xml,“昨日里斩八将头挂营外”——《辕门斩子》（杨延昭）,laosheng,xipi,kuaiban; yaoban,曹宝荣，编著《京剧唱腔板式解读·下册》北京：人民音乐出版社，2010；第90页,--
